;Title;Genre;Actors
937;A Nightmare on Elm Street;Crime, Drama, Horror            ;Jackie Earle Haley, Rooney Mara, Kyle Gallner, Katie Cassidy
938;Iron Man 2;Action, Adventure, Sci-Fi            ;Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow, Don Cheadle
939;Letters to Juliet;Adventure, Comedy, Drama            ;Amanda Seyfried, Gael García Bernal, Vanessa Redgrave, Marcia DeBonis
940;The Arbor;Documentary, Biography, Drama            ;Manjinder Virk, Christine Bottomley, Natalie Gavin, Parvani Lingiah
941;The Back-up Plan;Comedy, Romance            ;Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen
942;The Losers;Action, Adventure, Crime            ;Idris Elba, Zoe Saldana, Jeffrey Dean Morgan, Chris Evans
943;Shrek Forever After;Animation, Adventure, Comedy            ;Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas
944;Death at a Funeral;Comedy            ;Chris Rock, Martin Lawrence, Keith David, Loretta Devine
945;Letters to God;Drama, Family            ;Tanner Maguire, Jeffrey Johnson, Robyn Lively, Lisa Curtis
946;Wild Target;Action, Comedy, Crime            ;Bill Nighy, Emily Blunt, Rupert Grint, Rupert Everett
947;Date Night;Comedy, Crime, Romance            ;Steve Carell, Tina Fey, Mark Wahlberg, Taraji P. Henson
948;Bill Cunningham New York;Documentary, Biography, History            ;Bill Cunningham, Anna Wintour, Michael Kors, Editta Sherman
949;Why Did I Get Married Too?;Comedy, Drama, Romance            ;Janet Jackson, Tyler Perry, Jill Scott, Sharon Leal
950;Repo Men;Action, Sci-Fi, Thriller            ;Jude Law, Forest Whitaker, Alice Braga, Liev Schreiber
951;How to Train Your Dragon;Animation, Action, Adventure            ;Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse, Craig Ferguson
952;Diary of a Wimpy Kid;Comedy, Drama, Family            ;Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn
953;Hot Tub Time Machine;Comedy, Sci-Fi            ;John Cusack, Rob Corddry, Craig Robinson, Clark Duke
954;MacGruber;Action, Comedy, Romance            ;Will Forte, Kristen Wiig, Val Kilmer, Ryan Phillippe
955;Tiny Furniture;Comedy, Drama, Romance            ;Lena Dunham, Laurie Simmons, Grace Dunham, Rachel Howe
956;Lemmy;Documentary, Biography, Music            ;Lemmy, Phil Campbell, Mikkey Dee, Dave Navarro
957;Elektra Luxx;Comedy, Drama            ;Joseph Gordon-Levitt, Carla Gugino, Ermahn Ospina, Jake Hames
958;Mr. Nice;Biography, Comedy, Crime            ;Rhys Ifans, Chloë Sevigny, David Thewlis, Luis Tosar
959;Monsters;Adventure, Drama, Romance            ;Scoot McNairy, Whitney Able, Mario Zuniga Benavides, Annalee Jefferies
960;13;Crime, Drama, Thriller            ;Sam Riley, Alice Barrett, Gaby Hoffmann, Jason Statham
961;Brotherhood;Crime, Drama, Thriller            ;Trevor Morgan, Lou Taylor Pucci, Arlen Escarpeta, Jon Foster
962;Kick-Ass;Action, Adventure, Comedy            ;Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown
963;Our Family Wedding;Comedy, Romance            ;America Ferrera, Forest Whitaker, Carlos Mencia, Regina King
964;Marwencol;Documentary, Biography, Fantasy            ;Mark Hogancamp, Emmanuel Nneji, Edda Hogancamp, Tom Neubauer
965;She's Out of My League;Comedy, Romance            ;Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel
966;The Bounty Hunter;Action, Comedy, Romance            ;Jennifer Aniston, Gerard Butler, Gio Perez, Joel Marsh Garland
967;Remember Me;Drama, Romance            ;Robert Pattinson, Emilie de Ravin, Caitlyn Rund, Moisés Acevedo
968;Green Zone;Action, Drama, Thriller            ;Matt Damon, Jason Isaacs, Greg Kinnear, Igal Naor
969;Alice in Wonderland;Adventure, Family, Fantasy            ;Mia Wasikowska, Johnny Depp, Helena Bonham Carter, Anne Hathaway
970;The Crazies;Horror, Thriller            ;Radha Mitchell, Timothy Olyphant, Danielle Panabaker, Joe Anderson
971;Cop Out;Action, Comedy, Crime            ;Bruce Willis, Tracy Morgan, Juan Carlos Hernández, Cory Fernandez
972;L'illusionniste;Animation, Drama            ;Jean-Claude Donda, Eilidh Rankin, Duncan MacNeil, Raymond Mearns
973;Centurion;Action, Drama, History            ;Michael Fassbender, Dominic West, Olga Kurylenko, Andreas Wisniewski
974;Father of Invention;Comedy, Drama            ;Kevin Spacey, Camilla Belle, Heather Graham, Johnny Knoxville
975;Greenberg;Comedy, Drama, Romance            ;Ben Stiller, Greta Gerwig, Jennifer Jason Leigh, Rhys Ifans
976;Shutter Island;Mystery, Thriller            ;Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo, Ben Kingsley
977;The Ghost Writer;Drama, Mystery, Thriller            ;Ewan McGregor, Pierce Brosnan, Olivia Williams, Jon Bernthal
978;Percy Jackson & the Olympians: The Lightning Thief;Adventure, Family, Fantasy            ;Logan Lerman, Kevin McKidd, Steve Coogan, Brandon T. Jackson
979;Waiting for Forever;Comedy, Drama, Romance            ;Rachel Bilson, Tom Sturridge, Richard Jenkins, Blythe Danner
980;The Desert of Forbidden Art;Documentary, Adventure, Biography            ;Edward Asner, Sally Field, Ben Kingsley, Igor Paramonov
981;Valentine's Day;Comedy, Romance            ;Julia Roberts, Jamie Foxx, Anne Hathaway, Jessica Alba
982;From Paris with Love;Action, Crime, Thriller            ;John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden
983;The Perfect Host;Comedy, Crime, Thriller            ;David Hyde Pierce, Clayne Crawford, Nathaniel Parker, Tyrees Allen
984;When in Rome;Comedy, Romance            ;Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito
985;Twelve;Action, Crime, Drama            ;Chace Crawford, Emma Roberts, Rory Culkin, Philip Ettinger
986;Edge of Darkness;Crime, Drama, Mystery            ;Mel Gibson, Ray Winstone, Danny Huston, Bojana Novakovic
987;The Wolfman;Drama, Fantasy, Horror            ;Benicio Del Toro, Anthony Hopkins, Emily Blunt, Simon Merrells
988;The Kids Are All Right;Comedy, Drama, Romance            ;Annette Bening, Julianne Moore, Mark Ruffalo, Mia Wasikowska
989;Holy Rollers;Biography, Crime, Drama            ;Jesse Eisenberg, Justin Bartha, Danny A. Abeckaser, Ari Graynor
990;Joan Rivers: A Piece of Work;Documentary, Biography, Comedy            ;Joan Rivers, Melissa Rivers, Kathy Griffin, Jocelyn Pickett
991;Blue Valentine;Drama, Romance            ;Ryan Gosling, Michelle Williams, John Doman, Faith Wladyka
992;Frozen;Drama, Thriller            ;Shawn Ashmore, Emma Bell, Kevin Zegers, Ed Ackerman
993;The Runaways;Biography, Drama, Music            ;Kristen Stewart, Dakota Fanning, Michael Shannon, Stella Maeve
994;Dear John;Drama, Romance, War            ;Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas
995;The Killer Inside Me;Crime, Drama, Horror            ;Casey Affleck, Kate Hudson, Jessica Alba, Ned Beatty
996;The Romantics;Comedy, Drama, Romance            ;Katie Holmes, Anna Paquin, Josh Duhamel, Malin Akerman
997;High School;Comedy            ;Matt Bush, Sean Marquette, Adrien Brody, Colin Hanks
998;Buried;Drama, Mystery, Thriller            ;Ryan Reynolds, José Luis García Pérez, Robert Paterson, Stephen Tobolowsky
999;Four Lions;Comedy, Crime, Drama            ;Will Adamsdale, Riz Ahmed, Adeel Akhtar, Arsher Ali
1000;Welcome to the Rileys;Drama            ;James Gandolfini, Kristen Stewart, Melissa Leo, David Jensen
1001;Cyrus;Comedy, Drama, Romance            ;John C. Reilly, Marisa Tomei, Jonah Hill, Catherine Keener
1002;YellowBrickRoad;Horror, Thriller            ;Michael Laurino, Anessa Ramsey, Alex Draper, Cassidy Freeman
1003;Jack Goes Boating;Drama, Romance            ;Philip Seymour Hoffman, Amy Ryan, John Ortiz, Richard Petrocelli
1004;The Tillman Story;Documentary, Biography, Mystery            ;Pat Tillman, Josh Brolin, Mary Tillman, Russell Baer
1005;Tucker and Dale vs Evil;Comedy, Horror            ;Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss
1006;Boy;Comedy, Drama            ;James Rolleston, Te Aho Eketone-Whitu, Taika Waititi, Moerangi Tihore
1007;Animal Kingdom;Crime, Drama            ;James Frecheville, Guy Pearce, Joel Edgerton, Bryce Lindemann
1008;The Company Men;Drama            ;Ben Affleck, Chris Cooper, Tommy Lee Jones, Suzanne Rico
1009;Hesher;Comedy, Crime, Drama            ;Joseph Gordon-Levitt, Devin Brochu, Natalie Portman, Rainn Wilson
1010;Extraordinary Measures;Drama            ;Brendan Fraser, Keri Russell, Harrison Ford, Meredith Droeger
1011;Legion;Action, Adventure, Fantasy            ;Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black
1012;Winter's Bone;Drama, Mystery            ;Jennifer Lawrence, John Hawkes, Garret Dillahunt, Isaiah Stone
1013;Howl;Biography, Drama, Romance            ;James Franco, Todd Rotondi, Jon Prescott, Aaron Tveit
1014;Bhutto;Documentary, Biography            ;Aseefa Bhutto Zardari, Bakhtawar Bhutto Zardari, Bilawal Bhutto Zardari, Asif Ali Zardari
1015;Happythankyoumoreplease;Comedy, Drama, Romance            ;Josh Radnor, Malin Akerman, Zoe Kazan, Michael Algieri
1016;The Spy Next Door;Action, Comedy, Family            ;Jackie Chan, Amber Valletta, Billy Ray Cyrus, Madeline Carroll
1017;Tooth Fairy;Comedy, Family, Fantasy            ;Dwayne Johnson, Ashley Judd, Julie Andrews, Stephen Merchant
1018;The Book of Eli;Action, Adventure, Drama            ;Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman
1019;The Wildest Dream;Documentary, Biography            ;Conrad Anker, Susan Robertson, Robert Macfarlane, Peter Gillman
1020;Crazy on the Outside;Comedy, Crime            ;Tim Allen, Sigourney Weaver, Jeanne Tripplehorn, Ray Liotta
1021;Sex & Drugs & Rock & Roll;Biography, Drama, Music            ;Andy Serkis, Tom Hughes, Clifford Samuel, Joseph Kennedy
1022;Leap Year;Comedy, Romance            ;Amy Adams, Matthew Goode, Adam Scott, John Lithgow
1023;3 Idiots;Comedy, Drama            ;Aamir Khan, Madhavan, Mona Singh, Sharman Joshi
1024;Did You Hear About the Morgans?;Comedy, Drama, Romance            ;Hugh Grant, Sarah Jessica Parker, Sam Elliott, Elisabeth Moss
1025;Sherlock Holmes;Action, Adventure, Crime            ;Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong
1026;Invictus;Biography, Drama, History            ;Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng
1027;Nine;Drama, Musical, Romance            ;Daniel Day-Lewis, Marion Cotillard, Penélope Cruz, Sandro Dori
1028;American Radical: The Trials of Norman Finkelstein;Documentary, Biography, History            ;Musa Abu-Hashhash, Nidal Barham, Noam Chomsky, Alan M. Dershowitz
1029;The Girl Who Kicked the Hornet's Nest;Crime, Drama, Thriller            ;Michael Nyqvist, Noomi Rapace, Lena Endre, Annika Hallin
1030;The Princess and the Frog;Animation, Adventure, Comedy            ;Anika Noni Rose, Keith David, Oprah Winfrey, Bruno Campos
1031;Old Dogs;Comedy, Family            ;Robin Williams, John Travolta, Seth Green, Kelly Preston
1032;The Lovely Bones;Drama, Fantasy, Thriller            ;Rachel Weisz, Mark Wahlberg, Saoirse Ronan, Susan Sarandon
1033;Brothers;Action, Drama, Thriller            ;Jake Gyllenhaal, Natalie Portman, Tobey Maguire, Sam Shepard
1034;Transylmania;Comedy, Horror            ;Patrick Cavanaugh, James DeBello, Tony Denman, Oren Skoog
1035;The Blind Side;Biography, Drama, Sport            ;Quinton Aaron, Sandra Bullock, Tim McGraw, Jae Head
1036;The Twilight Saga: New Moon;Adventure, Drama, Fantasy            ;Kristen Stewart, Robert Pattinson, Taylor Lautner, Christina Jastrzembska
1037;Planet 51;Animation, Adventure, Comedy            ;Dwayne Johnson, Seann William Scott, Jessica Biel, Justin Long
1038;2012;Action, Adventure, Sci-Fi            ;John Cusack, Thandie Newton, Chiwetel Ejiofor, Amanda Peet
1039;After.Life;Drama, Mystery, Thriller            ;Christina Ricci, Liam Neeson, Justin Long, Chandler Canterbury
1040;To Save a Life;Drama            ;Randy Wayne, Deja Kreutzberg, Joshua Weigel, Steven Crowder
1041;A Christmas Carol;Animation, Drama, Family            ;Jim Carrey, Gary Oldman, Colin Firth, Steve Valentine
1042;Everybody's Fine;Drama            ;Robert De Niro, Kate Beckinsale, Sam Rockwell, Drew Barrymore
1043;Nowhere Boy;Biography, Drama, Music            ;Aaron Taylor-Johnson, Kristin Scott Thomas, Anne-Marie Duff, David Threlfall
1044;This Is It;Documentary, Drama, Music            ;Michael Jackson, Alex Al, Alexandra Apjarova, Nick Bass
1045;The Fourth Kind;Mystery, Sci-Fi, Thriller            ;Milla Jovovich, Elias Koteas, Will Patton, Hakeem Kae-Kazim
1046;Amelia;Adventure, Biography, Drama            ;Hilary Swank, Richard Gere, Ewan McGregor, Christopher Eccleston
1047;American: The Bill Hicks Story;Documentary, Animation, Biography            ;Bill Hicks, Dwight Slade, Mary Hicks, Steve Hicks
1048;Cirque du Freak: The Vampire's Assistant;Action, Adventure, Fantasy            ;Chris Massoglia, John C. Reilly, Salma Hayek, Josh Hutcherson
1049;Saw VI;Horror, Mystery, Thriller            ;Tobin Bell, Costas Mandylor, Mark Rolston, Betsy Russell
1050;Garbo: El espía;Documentary, Biography, History            ;Rupert Allason, José Antonio Escoriza, Aline Griffith, Juan Kreisler
1051;The Boondock Saints II: All Saints Day;Action, Crime, Thriller            ;Sean Patrick Flanery, Norman Reedus, Billy Connolly, Clifton Collins Jr.
1052;44 Inch Chest;Crime, Drama            ;Ray Winstone, Ian McShane, John Hurt, Tom Wilkinson
1053;The Mighty Macs;Drama, Sport            ;Carla Gugino, Marley Shelton, Ellen Burstyn, David Boreanaz
1054;The Stepfather;Crime, Thriller            ;Penn Badgley, Dylan Walsh, Sela Ward, Amber Heard
1055;Still Bill;Documentary, Biography, Music            ;Bill Withers, Clarence Avant, Benorce Blackmon, Cornell Dupree
1056;Fantastic Mr. Fox;Animation, Adventure, Comedy            ;George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman
1057;Where the Wild Things Are;Adventure, Drama, Family            ;Max Records, Catherine O'Hara, Forest Whitaker, Pepita Emmerichs
1058;Stolen;Crime, Drama, Mystery            ;Jon Hamm, Josh Lucas, Rhona Mitra, James Van Der Beek
1059;Splice;Drama, Horror, Sci-Fi            ;Adrien Brody, Sarah Polley, Delphine Chanéac, Brandon McGibbon
1060;Couples Retreat;Comedy            ;Vince Vaughn, Malin Akerman, Jon Favreau, Jason Bateman
1061;Astro Boy;Animation, Action, Comedy            ;Freddie Highmore, Nicolas Cage, Kristen Bell, Charlize Theron
1062;Dzi Croquettes;Documentary, Biography, Drama            ;Josephine Baker, Ciro Barcelos, Norma Bengell, Maria Zilda Bethlem
1063;Universal Soldier: Regeneration;Action, Adventure, Sci-Fi            ;Dolph Lundgren, Jean-Claude Van Damme, Andrei Arlovski, Mike Pyle
1064;Solitary Man;Comedy, Drama, Romance            ;Michael Douglas, Susan Sarandon, Jesse Eisenberg, Danny DeVito
1065;Ninja Assassin;Action, Thriller            ;Rain, Rick Yune, Naomie Harris, Joon Lee
1066;Zombieland;Adventure, Comedy, Horror            ;Jesse Eisenberg, Emma Stone, Woody Harrelson, Abigail Breslin
1067;Pandorum;Action, Horror, Mystery            ;Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue
1068;I Hope They Serve Beer in Hell;Comedy            ;Matt Czuchry, Geoff Stults, Jesse Bradford, Tim Huck
1069;Surrogates;Action, Sci-Fi, Thriller            ;Bruce Willis, Radha Mitchell, Ving Rhames, Rosamund Pike
1070;Gentlemen Broncos;Adventure, Comedy, Sci-Fi            ;Michael Angarano, Jemaine Clement, Mike White, John Baker
1071;Law Abiding Citizen;Action, Crime, Drama            ;Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney
1072;Fame;Comedy, Drama, Musical            ;Kelsey Grammer, Bebe Neuwirth, Megan Mullally, Kay Panabaker
1073;Contracorriente;;
1074;The Girl Who Played with Fire;Crime, Drama, Mystery            ;Noomi Rapace, Michael Nyqvist, Lena Endre, Peter Andersson
1075;The Box;Drama, Fantasy, Mystery            ;Cameron Diaz, James Marsden, Frank Langella, James Rebhorn
1076;Solomon Kane;Action, Adventure, Fantasy            ;James Purefoy, Max von Sydow, Rachel Hurd-Wood, Pete Postlethwaite
1077;The Other Woman;Drama            ;Natalie Portman, Scott Cohen, Lisa Kudrow, Charlie Tahan
1078;Love Happens;Drama, Romance            ;Jennifer Aniston, Aaron Eckhart, Dan Fogler, John Carroll Lynch
1079;The Invention of Lying;Comedy, Fantasy, Romance            ;Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K.
1080;Leaves of Grass;Comedy, Crime, Drama            ;Edward Norton, Keri Russell, Henry Max Nelson, Lucy DeVito
1081;Bitch Slap;Action, Comedy, Crime            ;Julia Voth, Erin Cummings, America Olivo, Michael Hurst
1082;Ondine;Drama, Mystery, Romance            ;Colin Farrell, Alicja Bachleda, Dervla Kirwan, Alison Barry
1083;Mother and Child;Drama, Romance            ;Naomi Watts, Annette Bening, Kerry Washington, Alexandria M. Salling
1084;Chloe;Drama, Mystery, Romance            ;Julianne Moore, Amanda Seyfried, Liam Neeson, Max Thieriot
1085;Whip It;Drama, Sport            ;Ellen Page, Drew Barrymore, Kristen Wiig, Sarah Habel
1086;The Joneses;Comedy, Drama, Family            ;Demi Moore, David Duchovny, Amber Heard, Benjamin Hollingsworth
1087;Mao's Last Dancer;Biography, Drama, Music            ;Chi Cao, Bruce Greenwood, Kyle MacLachlan, Penne Hackforth-Jones
1088;Genius Within: The Inner Life of Glenn Gould;Documentary, Biography, Music            ;Cornelia Foss, Glenn Gould
1089;A Serious Man;Comedy, Drama            ;Michael Stuhlbarg, Richard Kind, Sari Lennick, Fred Melamed
1090;Cloudy with a Chance of Meatballs;Animation, Adventure, Comedy            ;Anna Faris, Bill Hader, Bruce Campbell, James Caan
